year,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,selling_price
2019, 2 Series,21950,Semi-Auto,101,Diesel,145,67.3,2.0,16798.335
2016, 2 Series,14480,Semi-Auto,19821,Diesel,30,64.2,2.0,7662.816
2016, 2 Series,15000,Automatic,17097,Diesel,20,68.9,0.0,7938.0
2017, 2 Series,15998,Manual,15926,Diesel,150,62.8,1.5,9416.4228
2019, 2 Series,21980,Automatic,3935,Diesel,145,68.9,2.0,16821.293999999998
2019, 2 Series,22990,Automatic,2766,Petrol,145,50.4,2.0,17594.247
2019, 2 Series,21880,Semi-Auto,1853,Petrol,145,40.9,1.5,16744.764
2019, 2 Series,20450,Semi-Auto,3422,Diesel,145,65.7,2.0,15650.385
2019, 2 Series,24980,Semi-Auto,2290,Petrol,145,47.9,2.0,19117.194
2019, 2 Series,21975,Manual,3513,Petrol,145,52.3,1.5,16817.4675
2016, 2 Series,15400,Manual,6593,Diesel,20,68.9,1.5,8149.68
2019, 2 Series,22000,Manual,3266,Petrol,145,52.3,1.5,16836.6
2019, 2 Series,17990,Semi-Auto,9401,Diesel,145,56.5,1.5,13767.747
2019, 2 Series,26481,Manual,2033,Petrol,145,52.3,1.5,20265.9093
2019, 2 Series,27995,Automatic,1501,Hybrid,135,113.0,1.5,21424.5735
2016, 2 Series,12999,Automatic,24479,Petrol,125,53.3,1.5,6879.0708
2017, 2 Series,19559,Automatic,10131,Diesel,145,60.1,2.0,11512.4274
2016, 2 Series,13998,Manual,18807,Diesel,20,74.3,1.5,7407.7416
2019, 2 Series,20980,Manual,1000,Petrol,145,52.3,1.5,16055.993999999999
2019, 2 Series,23956,Automatic,10241,Diesel,145,49.6,2.0,18333.5268
2019, 2 Series,20980,Manual,1000,Petrol,145,52.3,1.5,16055.993999999999
2016, 2 Series,18950,Automatic,22537,Petrol,260,37.2,3.0,10028.34
2016, 2 Series,18412,Semi-Auto,22459,Diesel,145,55.4,2.0,9743.6304
2016, 2 Series,15490,Manual,7390,Petrol,165,44.8,2.0,8197.308
2019, 2 Series,22480,Automatic,7107,Diesel,145,49.6,2.0,17203.944
2017, 2 Series,16962,Semi-Auto,25252,Petrol,145,51.4,1.5,9983.833200000001
2019, 2 Series,23250,Semi-Auto,4627,Diesel,145,48.7,2.0,17793.225
2017, 2 Series,18700,Automatic,17814,Petrol,145,47.9,2.0,11006.82
2017, 2 Series,20990,Semi-Auto,10,Petrol,145,52.3,1.5,12354.714
2016, 2 Series,12499,Manual,17586,Petrol,125,52.3,1.5,6614.4708
2017, 2 Series,14270,Manual,10874,Petrol,125,50.4,1.5,8399.322
2019, 2 Series,21450,Automatic,9181,Hybrid,135,148.7,1.5,16415.685
2016, 2 Series,15814,Semi-Auto,28966,Petrol,125,52.3,1.5,8368.7688
2016, 2 Series,12200,Manual,33764,Diesel,20,74.3,1.5,6456.24
2019, 2 Series,28361,Semi-Auto,101,Petrol,145,50.4,2.0,21704.6733
2017, 2 Series,16300,Automatic,36869,Petrol,145,47.9,2.0,9594.18
2016, 2 Series,16250,Semi-Auto,37014,Diesel,125,57.6,2.0,8599.5
2019, 2 Series,34950,Manual,3254,Diesel,145,54.3,1.5,26747.235
2019, 2 Series,21274,Semi-Auto,9792,Petrol,145,38.7,1.5,16280.992199999999
2017, 2 Series,19480,Semi-Auto,14612,Diesel,145,55.4,2.0,11465.928
2017, 2 Series,16500,Manual,66410,Petrol,260,36.2,3.0,9711.9
2016, 2 Series,10799,Manual,53653,Diesel,30,65.7,2.0,5714.8308
2016, 2 Series,11699,Manual,29719,Diesel,0,74.3,1.5,6191.1108
2017, 2 Series,15250,Automatic,13311,Petrol,145,61.4,2.0,8976.15
2016, 2 Series,16181,Manual,28895,Diesel,125,60.1,2.0,8562.9852
2019, 2 Series,23995,Semi-Auto,2279,Diesel,150,65.7,2.0,18363.373499999998
2019, 2 Series,20950,Semi-Auto,11757,Petrol,145,47.9,2.0,16033.035
2016, 2 Series,8500,Manual,80250,Diesel,20,68.9,2.0,4498.2
2017, 2 Series,21000,Semi-Auto,25435,Petrol,200,39.8,3.0,12360.6
2019, 2 Series,20980,Semi-Auto,6235,Petrol,145,50.4,1.5,16055.993999999999
2016, 2 Series,12500,Automatic,30626,Diesel,20,72.4,1.5,6615.0
2016, 2 Series,14990,Manual,24488,Petrol,125,53.3,1.5,7932.708
2019, 2 Series,21500,Manual,6649,Petrol,145,42.2,1.5,16453.95
2017, 2 Series,18675,Automatic,13475,Diesel,145,62.8,2.0,10992.105
2016, 2 Series,17998,Semi-Auto,28099,Diesel,145,55.4,2.0,9524.5416
2019, 2 Series,20950,Manual,2178,Diesel,145,51.4,2.0,16033.035
2019, 2 Series,21975,Automatic,9434,Diesel,145,48.7,2.0,16817.4675
2019, 2 Series,27990,Semi-Auto,1614,Diesel,145,49.6,2.0,21420.747
2019, 2 Series,20512,Semi-Auto,9114,Petrol,145,50.4,1.5,15697.8336
2016, 2 Series,15591,Semi-Auto,68185,Diesel,125,60.1,2.0,8250.7572
2017, 2 Series,19995,Semi-Auto,20496,Petrol,30,55.4,1.5,11769.057
2016, 2 Series,8500,Manual,94790,Diesel,0,74.3,1.5,4498.2
2016, 2 Series,12357,Manual,17994,Petrol,125,52.3,1.5,6539.3244
2016, 2 Series,12032,Manual,26884,Petrol,30,55.4,1.5,6367.3344
2019, 2 Series,20638,Manual,123,Diesel,145,51.4,2.0,15794.2614
2019, 2 Series,24160,Semi-Auto,2404,Diesel,145,65.7,2.0,18489.648
2016, 2 Series,14498,Manual,16735,Diesel,20,74.3,1.5,7672.3416
2016, 2 Series,14718,Manual,23130,Petrol,145,47.1,1.5,7788.7656
2016, 2 Series,12799,Manual,57561,Diesel,30,67.3,1.5,6773.2308
2017, 2 Series,16498,Semi-Auto,27811,Diesel,145,64.2,2.0,9710.7228
2016, 2 Series,14998,Semi-Auto,32274,Petrol,125,51.4,1.5,7936.9416
2019, 2 Series,23480,Manual,1500,Petrol,145,42.8,1.5,17969.244
2019, 2 Series,24012,Semi-Auto,5000,Diesel,145,49.6,2.0,18376.3836
2019, 2 Series,24054,Semi-Auto,7460,Petrol,145,47.9,2.0,18408.5262
2017, 2 Series,17498,Semi-Auto,21809,Diesel,145,64.2,2.0,10299.3228
2019, 2 Series,20980,Manual,101,Petrol,145,52.3,1.5,16055.993999999999
2019, 2 Series,21980,Automatic,7995,Diesel,145,65.7,2.0,16821.293999999998
2016, 2 Series,19780,Semi-Auto,14041,Petrol,160,45.6,2.0,10467.576000000001
2019, 2 Series,22980,Semi-Auto,2083,Petrol,145,50.4,2.0,17586.594
2019, 2 Series,21980,Automatic,4481,Diesel,145,67.3,2.0,16821.293999999998
2019, 2 Series,23870,Semi-Auto,2513,Diesel,145,49.6,2.0,18267.711
2019, 2 Series,27995,Semi-Auto,11,Petrol,145,39.8,3.0,21424.5735
2016, 2 Series,10000,Manual,37351,Diesel,20,68.9,2.0,5292.0
2019, 2 Series,20980,Manual,1000,Petrol,145,52.3,1.5,16055.993999999999
2019, 2 Series,24480,Semi-Auto,8950,Diesel,145,57.7,2.0,18734.543999999998
2019, 2 Series,18480,Semi-Auto,5356,Petrol,145,42.2,1.5,14142.743999999999
2019, 2 Series,26990,Automatic,4428,Petrol,145,50.4,1.5,20655.447
2019, 2 Series,24230,Semi-Auto,4301,Petrol,145,48.7,2.0,18543.219
2019, 2 Series,24352,Semi-Auto,6052,Petrol,150,47.9,2.0,18636.5856
2016, 2 Series,13480,Manual,16600,Diesel,20,68.9,2.0,7133.616
2016, 2 Series,17699,Semi-Auto,32746,Petrol,265,37.2,3.0,9366.3108
2017, 2 Series,17895,Semi-Auto,15500,Petrol,150,48.7,2.0,10532.997
2019, 2 Series,23489,Automatic,123,Diesel,145,65.7,2.0,17976.131699999998
2019, 2 Series,23810,Automatic,151,Diesel,145,49.6,2.0,18221.792999999998
2017, 2 Series,13998,Manual,23541,Diesel,20,68.9,1.5,8239.2228
2016, 2 Series,15000,Manual,14395,Petrol,145,47.1,1.5,7938.0
2019, 2 Series,18350,Manual,16606,Petrol,150,52.3,1.5,14043.255
2016, 2 Series,12599,Manual,18933,Petrol,125,52.3,1.5,6667.3908
2017, 2 Series,13990,Semi-Auto,18847,Petrol,150,55.4,1.5,8234.514000000001
2019, 2 Series,19975,Semi-Auto,9503,Diesel,145,49.6,2.0,15286.8675
2019, 2 Series,23780,Semi-Auto,1223,Diesel,145,49.6,2.0,18198.834
2017, 2 Series,10999,Automatic,79715,Diesel,125,60.1,2.0,6474.0114
2016, 2 Series,15995,Semi-Auto,24735,Diesel,30,62.8,2.0,8464.554
2019, 2 Series,25449,Automatic,3890,Diesel,145,48.7,2.0,19476.1197
2016, 2 Series,14995,Semi-Auto,56010,Diesel,125,57.6,2.0,7935.354
2016, 2 Series,11000,Automatic,50791,Diesel,20,68.9,2.0,5821.2
2017, 2 Series,16498,Semi-Auto,12458,Diesel,30,64.2,2.0,9710.7228
2016, 2 Series,9799,Automatic,67170,Diesel,20,72.4,1.5,5185.6308
2017, 2 Series,14000,Manual,18234,Petrol,145,52.3,1.5,8240.4
2016, 2 Series,13995,Semi-Auto,42569,Diesel,20,68.9,1.5,7406.154
2016, 2 Series,10500,Automatic,115470,Hybrid,0,141.2,1.5,5556.6
2019, 2 Series,22950,Semi-Auto,3660,Diesel,145,61.4,2.0,17563.635
2016, 2 Series,13998,Manual,16260,Diesel,20,68.9,1.5,7407.7416
2019, 2 Series,20975,Semi-Auto,5466,Petrol,145,39.2,1.5,16052.1675
2016, 2 Series,12250,Manual,20905,Petrol,125,52.3,1.5,6482.7
2016, 2 Series,21211,Semi-Auto,26182,Petrol,260,37.2,3.0,11224.8612
2016, 2 Series,8500,Manual,79460,Diesel,20,68.9,2.0,4498.2
2019, 2 Series,19943,Manual,110,Petrol,145,42.8,1.5,15262.3779
2019, 2 Series,20000,Semi-Auto,10539,Petrol,145,47.9,2.0,15306.0
2016, 2 Series,12498,Manual,16793,Petrol,30,57.6,1.5,6613.9416
2019, 2 Series,24590,Semi-Auto,3300,Diesel,145,48.7,2.0,18818.727
2017, 2 Series,15995,Semi-Auto,29006,Diesel,150,68.9,2.0,9414.657000000001
2019, 2 Series,22646,Manual,123,Petrol,145,52.3,1.5,17330.983799999998
2017, 2 Series,14750,Automatic,10000,Petrol,145,55.4,1.5,8681.85
2018, 2 Series,18291,Semi-Auto,10028,Petrol,145,47.9,2.0,12474.462
2018, 2 Series,18980,Manual,12769,Petrol,145,52.3,1.5,12944.359999999999
2018, 2 Series,20000,Automatic,18673,Diesel,145,47.1,2.0,13639.999999999998
2018, 2 Series,17995,Semi-Auto,17421,Diesel,145,60.1,2.0,12272.589999999998
2018, 2 Series,17750,Semi-Auto,16712,Diesel,145,62.8,2.0,12105.499999999998
2019, 2 Series,24995,Automatic,4740,Diesel,145,61.4,2.0,19128.6735
2018, 2 Series,19990,Semi-Auto,21691,Petrol,145,47.9,2.0,13633.179999999998
2018, 2 Series,20642,Semi-Auto,6614,Petrol,145,36.2,2.0,14077.844
2019, 2 Series,20980,Manual,1000,Petrol,145,52.3,1.5,16055.993999999999
2018, 2 Series,24461,Semi-Auto,5190,Petrol,150,32.5,3.0,16682.402
2017, 2 Series,19212,Automatic,13301,Diesel,145,57.7,2.0,11308.1832
2020, 2 Series,29000,Manual,5550,Petrol,145,43.5,1.5,24365.800000000003
2017, 2 Series,15480,Manual,23430,Petrol,150,55.4,1.5,9111.528
2017, 2 Series,15100,Manual,31265,Petrol,145,47.1,1.5,8887.86
2018, 2 Series,17480,Manual,13107,Petrol,145,52.3,1.5,11921.359999999999
2019, 2 Series,24000,Semi-Auto,2500,Petrol,145,39.2,1.5,18367.2
2018, 2 Series,24995,Semi-Auto,10632,Petrol,145,39.8,3.0,17046.59
2019, 2 Series,22950,Manual,9688,Diesel,145,65.7,2.0,17563.635
2018, 2 Series,16780,Semi-Auto,21204,Petrol,145,40.9,1.5,11443.96
2019, 2 Series,21950,Manual,10,Diesel,145,64.2,2.0,16798.335
2019, 2 Series,24998,Semi-Auto,8555,Diesel,145,46.3,2.0,19130.969399999998
2018, 2 Series,20990,Semi-Auto,13268,Petrol,145,47.9,2.0,14315.179999999998
2018, 2 Series,16932,Semi-Auto,16132,Diesel,150,64.2,2.0,11547.624
2019, 2 Series,26806,Semi-Auto,15,Petrol,145,47.9,2.0,20514.6318
2019, 2 Series,23975,Semi-Auto,3013,Diesel,150,64.2,2.0,18348.0675
2018, 2 Series,23702,Semi-Auto,25029,Petrol,145,39.8,3.0,16164.764
2018, 2 Series,18480,Manual,3580,Petrol,145,52.3,1.5,12603.359999999999
2019, 2 Series,22499,Manual,6772,Diesel,145,60.1,2.0,17218.4847
2019, 2 Series,23898,Automatic,6375,Diesel,145,61.4,2.0,18289.1394
2018, 2 Series,19491,Automatic,7460,Diesel,145,47.1,2.0,13292.862
2018, 2 Series,17745,Semi-Auto,17771,Diesel,150,62.8,2.0,12102.089999999998
2018, 2 Series,17990,Semi-Auto,10600,Petrol,150,38.2,2.0,12269.179999999998
2018, 2 Series,17722,Manual,19571,Petrol,145,52.3,1.5,12086.403999999999
2018, 2 Series,15995,Semi-Auto,21815,Diesel,150,68.9,2.0,10908.589999999998
2018, 2 Series,16419,Manual,11198,Petrol,145,42.2,1.5,11197.758
2018, 2 Series,18490,Automatic,7913,Diesel,145,56.5,1.5,12610.179999999998
2017, 2 Series,14990,Manual,14643,Petrol,125,52.3,1.5,8823.114
2019, 2 Series,19498,Semi-Auto,5045,Diesel,145,51.4,2.0,14921.8194
2018, 2 Series,21998,Automatic,9566,Hybrid,135,113.0,1.5,15002.635999999999
2019, 2 Series,19949,Manual,14219,Diesel,145,51.4,2.0,15266.9697
2017, 2 Series,12000,Automatic,39370,Diesel,150,68.9,2.0,7063.2
2018, 2 Series,19681,Semi-Auto,15609,Diesel,150,49.6,2.0,13422.442
2018, 2 Series,25295,Semi-Auto,9500,Petrol,145,39.8,3.0,17251.19
2018, 2 Series,20360,Automatic,8370,Petrol,145,36.2,2.0,13885.519999999999
2018, 2 Series,19995,Automatic,12272,Petrol,145,47.9,2.0,13636.589999999998
2018, 2 Series,16998,Semi-Auto,9511,Petrol,150,50.4,2.0,11592.635999999999
2018, 2 Series,16998,Manual,4302,Petrol,145,40.9,1.5,11592.635999999999
2017, 2 Series,15750,Semi-Auto,18652,Diesel,145,65.7,2.0,9270.45
2018, 2 Series,16500,Manual,17123,Petrol,150,52.3,1.5,11252.999999999998
2018, 2 Series,15995,Manual,28857,Diesel,150,54.3,1.5,10908.589999999998
2018, 2 Series,23024,Semi-Auto,9579,Diesel,145,64.2,2.0,15702.367999999999
2018, 2 Series,16998,Manual,12792,Diesel,150,51.4,2.0,11592.635999999999
2018, 2 Series,19000,Semi-Auto,3764,Petrol,145,53.3,1.5,12957.999999999998
2019, 2 Series,26750,Automatic,4259,Petrol,145,39.8,3.0,20471.774999999998
2017, 2 Series,16000,Automatic,32389,Hybrid,0,141.2,1.5,9417.6
2017, 2 Series,18299,Automatic,22502,Diesel,145,55.4,2.0,10770.7914
2019, 2 Series,21980,Manual,5587,Petrol,145,52.3,1.5,16821.293999999998
2018, 2 Series,13299,Manual,45166,Diesel,145,65.7,2.0,9069.918
2019, 2 Series,19780,Semi-Auto,12320,Petrol,145,40.9,1.5,15137.634
2019, 2 Series,22995,Semi-Auto,1000,Petrol,145,40.9,1.5,17598.0735
2019, 2 Series,21895,Semi-Auto,5536,Diesel,145,68.9,2.0,16756.2435
2018, 2 Series,24995,Semi-Auto,12793,Petrol,150,39.8,3.0,17046.59
2018, 2 Series,15199,Manual,14228,Petrol,145,52.3,1.5,10365.717999999999
2017, 2 Series,16698,Automatic,27201,Diesel,145,64.2,2.0,9828.4428
2019, 2 Series,30000,Semi-Auto,5555,Petrol,145,38.2,3.0,22959.0
2018, 2 Series,31990,Semi-Auto,99,Petrol,145,38.2,3.0,21817.179999999997
2019, 2 Series,21250,Automatic,13186,Hybrid,135,148.7,1.5,16262.625
2019, 2 Series,22995,Automatic,1247,Diesel,145,68.9,2.0,17598.0735
2018, 2 Series,18998,Semi-Auto,7762,Petrol,150,50.4,1.5,12956.635999999999
2018, 2 Series,24950,Semi-Auto,14835,Petrol,145,32.5,3.0,17015.899999999998
2019, 2 Series,21950,Semi-Auto,7423,Diesel,145,65.7,2.0,16798.335
2018, 2 Series,21512,Semi-Auto,9005,Diesel,145,65.7,2.0,14671.184
2018, 2 Series,14995,Automatic,13889,Petrol,145,55.4,1.5,10226.589999999998
2018, 2 Series,16998,Manual,5898,Petrol,145,42.2,1.5,11592.635999999999
2018, 2 Series,20981,Manual,15674,Petrol,150,47.1,1.5,14309.042
2019, 2 Series,25450,Semi-Auto,13,Diesel,145,62.8,2.0,19476.885
2019, 2 Series,20950,Semi-Auto,6418,Petrol,145,47.9,2.0,16033.035
2019, 2 Series,26991,Manual,2715,Diesel,145,61.4,2.0,20656.2123
2018, 2 Series,26875,Semi-Auto,8353,Petrol,150,32.5,3.0,18328.75
2018, 2 Series,18999,Automatic,3924,Petrol,145,50.4,1.5,12957.318
2019, 2 Series,23980,Semi-Auto,8452,Diesel,145,61.4,2.0,18351.894
2019, 2 Series,24950,Semi-Auto,13,Diesel,145,62.8,2.0,19094.235
2018, 2 Series,17495,Automatic,10526,Petrol,145,40.9,1.5,11931.589999999998
2019, 2 Series,23490,Semi-Auto,19,Diesel,145,49.6,2.0,17976.897
2019, 2 Series,22500,Semi-Auto,5058,Petrol,145,50.4,2.0,17219.25
2019, 2 Series,20276,Automatic,4013,Petrol,145,53.3,1.5,15517.2228
2019, 2 Series,21980,Semi-Auto,7315,Petrol,145,50.4,2.0,16821.293999999998
2019, 2 Series,20850,Manual,3993,Petrol,145,42.8,1.5,15956.505
2019, 2 Series,24490,Semi-Auto,9531,Diesel,150,64.2,2.0,18742.197
2019, 2 Series,24950,Automatic,5042,Hybrid,135,113.0,1.5,19094.235
2019, 2 Series,22079,Automatic,3980,Diesel,145,67.3,2.0,16897.058699999998
2019, 2 Series,21950,Manual,2639,Diesel,145,64.2,2.0,16798.335
2019, 2 Series,22980,Automatic,15,Petrol,145,53.3,1.5,17586.594
2019, 2 Series,21450,Automatic,8085,Hybrid,135,148.7,1.5,16415.685
2017, 2 Series,18100,Semi-Auto,20319,Petrol,145,48.7,2.0,10653.66
2019, 2 Series,26830,Semi-Auto,4789,Petrol,145,46.3,2.0,20532.999
2019, 2 Series,28995,Semi-Auto,5721,Petrol,145,38.2,3.0,22189.873499999998
2018, 2 Series,18475,Semi-Auto,14616,Petrol,145,50.4,1.5,12599.949999999999
2018, 2 Series,17999,Automatic,5301,Petrol,145,36.7,1.5,12275.318
2018, 2 Series,25990,Semi-Auto,3960,Petrol,145,32.5,3.0,17725.179999999997
2018, 2 Series,14999,Manual,18483,Petrol,145,50.4,1.5,10229.318
2018, 2 Series,13799,Manual,13369,Diesel,145,65.7,1.5,9410.918
2018, 2 Series,24940,Semi-Auto,5577,Petrol,145,32.5,3.0,17009.079999999998
2018, 2 Series,15700,Manual,6889,Petrol,145,57.6,1.5,10707.4
2019, 2 Series,21980,Manual,9326,Diesel,145,60.1,2.0,16821.293999999998
2018, 2 Series,19240,Automatic,13077,Petrol,145,47.9,2.0,13121.679999999998
2018, 2 Series,17500,Automatic,6079,Diesel,145,51.4,2.0,11934.999999999998
2018, 2 Series,18216,Automatic,5193,Petrol,145,48.7,2.0,12423.311999999998
2018, 2 Series,18498,Semi-Auto,7202,Petrol,145,38.2,2.0,12615.635999999999
2018, 2 Series,21991,Automatic,4828,Hybrid,135,113.0,1.5,14997.862
2019, 2 Series,23150,Semi-Auto,5035,Diesel,145,49.6,2.0,17716.695
2017, 2 Series,18990,Semi-Auto,31208,Diesel,150,65.7,2.0,11177.514000000001
2019, 2 Series,23775,Manual,34,Diesel,145,60.1,2.0,18195.0075
2017, 2 Series,16490,Semi-Auto,7910,Petrol,145,53.3,1.5,9706.014000000001
2017, 2 Series,15000,Automatic,36729,Diesel,30,67.3,2.0,8829.0
2019, 2 Series,21480,Semi-Auto,1850,Petrol,145,50.4,1.5,16438.644
2017, 2 Series,14200,Manual,7329,Petrol,125,52.3,1.5,8358.12
2019, 2 Series,22894,Semi-Auto,5571,Petrol,145,39.2,1.5,17520.7782
2019, 2 Series,24990,Semi-Auto,4155,Diesel,145,65.7,2.0,19124.846999999998
2017, 2 Series,16172,Manual,13357,Diesel,20,74.3,1.5,9518.8392
2017, 2 Series,18490,Semi-Auto,14440,Diesel,145,64.2,2.0,10883.214
2017, 2 Series,11800,Manual,31601,Diesel,150,74.3,1.5,6945.4800000000005
2017, 2 Series,13000,Automatic,61818,Hybrid,0,141.2,1.5,7651.8
2019, 2 Series,21500,Semi-Auto,2070,Petrol,145,40.9,1.5,16453.95
2017, 2 Series,16498,Manual,29117,Diesel,145,62.8,2.0,9710.7228
2019, 2 Series,22995,Manual,1000,Petrol,145,42.8,1.5,17598.0735
2017, 2 Series,14600,Automatic,24170,Petrol,145,53.3,1.5,8593.56
2017, 2 Series,17990,Semi-Auto,30488,Diesel,145,55.4,2.0,10588.914
2017, 2 Series,22994,Semi-Auto,25219,Petrol,235,38.2,3.0,13534.2684
2017, 2 Series,15887,Automatic,46827,Hybrid,135,141.2,1.5,9351.0882
2017, 2 Series,15000,Automatic,49186,Petrol,145,50.4,1.5,8829.0
2017, 2 Series,14340,Semi-Auto,20185,Petrol,150,50.4,1.5,8440.524
2017, 2 Series,18990,Automatic,14000,Diesel,145,65.7,2.0,11177.514000000001
2017, 2 Series,12500,Manual,48839,Diesel,145,74.3,1.5,7357.5
2017, 2 Series,18950,Automatic,23295,Petrol,200,39.8,3.0,11153.97
2017, 2 Series,16498,Semi-Auto,25405,Diesel,150,64.2,2.0,9710.7228
2017, 2 Series,13400,Automatic,49264,Diesel,150,62.8,2.0,7887.24
2019, 2 Series,22480,Semi-Auto,1000,Petrol,150,50.4,1.5,17203.944
2019, 2 Series,20980,Semi-Auto,4691,Diesel,145,47.1,2.0,16055.993999999999
2017, 2 Series,16499,Automatic,16888,Petrol,145,51.4,1.5,9711.3114
2017, 2 Series,15099,Manual,16309,Diesel,145,65.7,2.0,8887.2714
2017, 2 Series,17990,Semi-Auto,15630,Diesel,145,62.8,2.0,10588.914
2017, 2 Series,14951,Manual,22887,Petrol,145,55.4,1.5,8800.1586
2017, 2 Series,17990,Semi-Auto,8693,Petrol,145,50.4,2.0,10588.914
2017, 2 Series,13990,Manual,24893,Petrol,150,53.3,1.5,8234.514000000001
2017, 2 Series,14300,Manual,22445,Petrol,125,50.4,1.5,8416.98
2017, 2 Series,13799,Manual,14980,Petrol,125,52.3,1.5,8122.0914
2017, 2 Series,18490,Automatic,12941,Hybrid,0,141.2,1.5,10883.214
2019, 2 Series,20450,Manual,10,Petrol,145,42.8,1.5,15650.385
2017, 2 Series,17495,Semi-Auto,35128,Diesel,150,55.4,2.0,10297.557
2017, 2 Series,11990,Manual,22000,Petrol,145,52.3,1.5,7057.314
2017, 2 Series,21862,Semi-Auto,29150,Petrol,200,39.8,3.0,12867.9732
2017, 2 Series,14000,Automatic,17740,Diesel,150,68.9,2.0,8240.4
2017, 2 Series,15699,Automatic,45061,Hybrid,135,141.2,1.5,9240.4314
2017, 2 Series,15998,Semi-Auto,32377,Diesel,145,65.7,2.0,9416.4228
2017, 2 Series,13000,Manual,28706,Petrol,125,52.3,1.5,7651.8
2017, 2 Series,14000,Semi-Auto,19826,Petrol,150,55.4,1.5,8240.4
2019, 2 Series,25995,Automatic,6500,Diesel,145,46.3,2.0,19893.9735
2019, 2 Series,29960,Semi-Auto,5720,Diesel,145,49.6,2.0,22928.388
2017, 2 Series,18999,Semi-Auto,25244,Diesel,145,65.7,2.0,11182.8114
2019, 2 Series,19555,Manual,5500,Petrol,145,40.9,1.5,14965.441499999999
2019, 2 Series,21480,Semi-Auto,11,Petrol,145,50.4,1.5,16438.644
2019, 2 Series,23999,Semi-Auto,5000,Petrol,145,40.9,1.5,18366.434699999998
2017, 2 Series,17572,Manual,11237,Petrol,145,44.1,2.0,10342.8792
2019, 2 Series,22275,Manual,12,Petrol,145,42.2,1.5,17047.0575
2017, 2 Series,15952,Manual,17146,Petrol,145,55.4,1.5,9389.3472
2019, 2 Series,22775,Manual,10,Diesel,145,51.4,2.0,17429.7075
2017, 2 Series,21499,Automatic,19502,Petrol,145,39.8,3.0,12654.3114
2017, 2 Series,14200,Semi-Auto,14500,Diesel,20,68.9,2.0,8358.12
2017, 2 Series,20740,Manual,9885,Petrol,145,36.2,3.0,12207.564
2017, 2 Series,13100,Automatic,31096,Diesel,150,68.9,2.0,7710.66
2019, 2 Series,17980,Manual,1501,Diesel,145,55.4,2.0,13760.094
2017, 2 Series,16999,Semi-Auto,5000,Petrol,125,53.3,1.5,10005.6114
2019, 2 Series,21945,Semi-Auto,9408,Petrol,145,47.9,2.0,16794.5085
2017, 2 Series,13900,Automatic,46281,Petrol,125,51.4,1.5,8181.54
2017, 2 Series,17484,Semi-Auto,34247,Diesel,30,65.7,2.0,10291.0824
2017, 2 Series,21890,Semi-Auto,25223,Petrol,200,39.8,3.0,12884.454
2017, 2 Series,15498,Manual,16134,Diesel,20,74.3,1.5,9122.122800000001
2017, 2 Series,19995,Semi-Auto,16266,Petrol,145,43.5,2.0,11769.057
2017, 2 Series,15800,Automatic,51468,Diesel,125,60.1,2.0,9299.880000000001
2019, 2 Series,23999,Semi-Auto,5000,Petrol,145,40.9,1.5,18366.434699999998
2019, 2 Series,23480,Semi-Auto,112,Petrol,145,47.9,2.0,17969.244
2017, 2 Series,17858,Automatic,28561,Hybrid,0,135.5,1.5,10511.2188
2017, 2 Series,12750,Manual,33752,Petrol,125,52.3,1.5,7504.650000000001
2017, 2 Series,20499,Semi-Auto,14612,Petrol,145,38.2,3.0,12065.7114
2017, 2 Series,15499,Manual,4240,Petrol,30,55.4,1.5,9122.7114
2019, 2 Series,22985,Semi-Auto,7836,Petrol,150,47.9,2.0,17590.4205
2017, 2 Series,13980,Semi-Auto,27483,Petrol,30,55.4,1.5,8228.628
2017, 2 Series,16991,Manual,20626,Diesel,30,62.8,2.0,10000.9026
2017, 2 Series,14299,Automatic,69241,Diesel,125,60.1,2.0,8416.3914
2017, 2 Series,17950,Semi-Auto,10816,Petrol,145,51.4,1.5,10565.37
2019, 2 Series,21980,Manual,8494,Diesel,145,64.2,2.0,16821.293999999998
2017, 2 Series,15552,Semi-Auto,56718,Diesel,145,65.7,2.0,9153.9072
2017, 2 Series,19980,Automatic,25154,Petrol,200,39.8,3.0,11760.228000000001
2017, 2 Series,15995,Semi-Auto,26652,Diesel,20,68.9,2.0,9414.657000000001
2017, 2 Series,13000,Semi-Auto,34971,Diesel,150,72.4,1.5,7651.8
2019, 2 Series,23450,Semi-Auto,9683,Diesel,145,57.7,2.0,17946.285
2019, 2 Series,22991,Semi-Auto,7755,Diesel,150,65.7,2.0,17595.0123
2017, 2 Series,13591,Manual,15001,Diesel,145,74.3,1.5,7999.662600000001
2017, 2 Series,14000,Manual,33859,Diesel,30,64.2,2.0,8240.4
2017, 2 Series,17940,Manual,9369,Diesel,145,60.1,2.0,10559.484
2017, 2 Series,15950,Automatic,39758,Diesel,145,62.8,2.0,9388.17
2017, 2 Series,16512,Automatic,21284,Petrol,145,48.7,2.0,9718.9632
2017, 2 Series,15582,Semi-Auto,10556,Diesel,20,68.9,2.0,9171.565200000001
2017, 2 Series,12000,Automatic,88100,Hybrid,0,141.2,1.5,7063.2
2019, 2 Series,21980,Semi-Auto,7594,Diesel,150,51.4,2.0,16821.293999999998
2017, 2 Series,12999,Manual,42378,Petrol,125,53.3,1.5,7651.2114
2017, 2 Series,13700,Automatic,20996,Diesel,20,68.9,2.0,8063.820000000001
