year,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,selling_price
2019, X1,30900,Semi-Auto,678,Diesel,145,65.7,2.0,23647.77
2019, X1,22500,Manual,1272,Petrol,145,54.3,1.5,17219.25
2018, X1,22000,Automatic,20017,Petrol,145,44.8,2.0,15003.999999999998
2020, X1,37320,Semi-Auto,102,Petrol,145,39.8,2.0,31356.264000000003
2018, X1,25457,Semi-Auto,9421,Diesel,145,60.1,2.0,17361.674
2018, X1,19250,Automatic,4972,Diesel,145,60.1,2.0,13128.499999999998
2020, X1,25480,Semi-Auto,24,Diesel,145,60.1,2.0,21408.296000000002
2018, X1,22499,Automatic,11124,Diesel,145,60.1,2.0,15344.318
2014, X1,10295,Automatic,65000,Diesel,160,52.3,2.0,4071.6724999999997
2018, X1,22950,Automatic,14968,Diesel,150,60.1,2.0,15651.899999999998
2018, X1,23961,Semi-Auto,21336,Petrol,150,44.8,2.0,16341.401999999998
2016, X1,14999,Manual,26436,Diesel,20,68.9,2.0,7937.4708
2014, X1,12880,Automatic,38206,Diesel,145,56.5,2.0,5094.04
2016, X1,21000,Automatic,13553,Petrol,160,44.8,2.0,11113.2
2018, X1,25995,Automatic,17369,Diesel,145,60.1,2.0,17728.59
2020, X1,27493,Manual,3609,Diesel,145,39.2,2.0,23099.6186
2017, X1,16888,Automatic,30687,Diesel,30,65.7,2.0,9940.2768
2017, X1,16400,Automatic,29657,Diesel,145,65.7,2.0,9653.04
2019, X1,27440,Manual,123,Petrol,145,39.8,1.5,20999.832
2019, X1,27440,Manual,123,Petrol,145,39.8,1.5,20999.832
2016, X1,16000,Manual,47908,Diesel,125,60.1,2.0,8467.2
2019, X1,26000,Semi-Auto,2400,Diesel,150,60.1,2.0,19897.8
2017, X1,17000,Automatic,41890,Diesel,145,65.7,2.0,10006.2
2017, X1,17299,Automatic,9799,Diesel,30,65.7,2.0,10182.1914
2019, X1,24899,Manual,5322,Petrol,145,51.4,1.5,19055.2047
2017, X1,14100,Manual,46134,Diesel,150,68.9,2.0,8299.26
2017, X1,17500,Automatic,44882,Petrol,165,44.8,2.0,10300.5
2017, X1,17299,Automatic,35779,Diesel,145,55.4,2.0,10182.1914
2019, X1,28180,Automatic,123,Petrol,145,39.8,1.5,21566.154
2019, X1,28410,Automatic,123,Diesel,145,60.1,2.0,21742.173
2016, X1,16000,Manual,50402,Diesel,20,68.9,2.0,8467.2
2019, X1,25000,Manual,3715,Diesel,145,68.9,2.0,19132.5
2019, X1,31490,Manual,105,Diesel,145,60.1,2.0,24099.297
2018, X1,19798,Semi-Auto,5666,Petrol,150,46.3,1.5,13502.235999999999
2016, X1,19161,Semi-Auto,21292,Diesel,125,57.6,2.0,10140.0012
2016, X1,19752,Semi-Auto,18326,Diesel,125,57.6,2.0,10452.7584
2017, X1,23990,Semi-Auto,1061,Petrol,165,44.8,2.0,14120.514000000001
2016, X1,19572,Semi-Auto,32603,Diesel,125,60.1,2.0,10357.5024
2016, X1,18761,Semi-Auto,16755,Diesel,145,55.4,2.0,9928.3212
2016, X1,19158,Automatic,13090,Petrol,160,44.8,2.0,10138.4136
2018, X1,22780,Semi-Auto,11520,Petrol,145,37.7,2.0,15535.96
2019, X1,23516,Automatic,4783,Petrol,145,46.3,1.5,17996.7948
2019, X1,23991,Manual,4480,Petrol,145,51.4,1.5,18360.312299999998
2019, X1,28500,Manual,105,Diesel,145,68.9,2.0,21811.05
2019, X1,27980,Semi-Auto,5845,Diesel,145,50.4,2.0,21413.094
2016, X1,18990,Automatic,18604,Diesel,145,55.4,2.0,10049.508
2016, X1,19391,Semi-Auto,20761,Diesel,125,60.1,2.0,10261.717200000001
2016, X1,20900,Semi-Auto,15537,Petrol,165,44.8,2.0,11060.28
2019, X1,30990,Semi-Auto,7250,Diesel,145,36.7,2.0,23716.647
2019, X1,25480,Semi-Auto,5163,Petrol,145,39.2,2.0,19499.844
2016, X1,19300,Semi-Auto,25300,Diesel,125,60.1,2.0,10213.56
2018, X1,18697,Automatic,45268,Diesel,145,57.6,2.0,12751.354
2016, X1,16998,Manual,13612,Diesel,125,60.1,2.0,8995.3416
2016, X1,17750,Semi-Auto,47027,Diesel,145,55.4,2.0,9393.3
2017, X1,22561,Semi-Auto,17195,Diesel,145,60.1,2.0,13279.4046
2016, X1,16780,Manual,32383,Diesel,20,68.9,2.0,8879.976
2015, X1,15560,Semi-Auto,40104,Diesel,125,57.6,2.0,7180.9400000000005
2019, X1,29480,Automatic,4523,Diesel,145,36.7,2.0,22561.043999999998
2020, X1,28995,Semi-Auto,1600,Petrol,145,37.7,1.5,24361.599000000002
2017, X1,19981,Semi-Auto,24534,Diesel,150,55.4,2.0,11760.8166
2014, X1,11331,Manual,30506,Diesel,160,51.4,2.0,4481.4105
2015, X1,7492,Manual,104000,Diesel,30,62.8,2.0,3457.558
2014, X1,10298,Manual,58630,Diesel,160,51.4,2.0,4072.8589999999995
2014, X1,12702,Automatic,28375,Diesel,160,52.3,2.0,5023.641
2017, X1,20995,Semi-Auto,20101,Diesel,145,57.6,2.0,12357.657000000001
2014, X1,9530,Manual,47262,Diesel,165,51.4,2.0,3769.115
2018, X1,24472,Semi-Auto,11253,Diesel,145,60.1,2.0,16689.904
2017, X1,19995,Semi-Auto,48000,Diesel,125,57.6,2.0,11769.057
2014, X1,10999,Automatic,45740,Diesel,160,52.3,2.0,4350.1044999999995
2014, X1,11499,Automatic,58599,Diesel,160,51.4,2.0,4547.8544999999995
2016, X1,17998,Manual,14300,Diesel,125,58.9,2.0,9524.5416
2016, X1,16798,Automatic,46344,Diesel,145,55.4,2.0,8889.5016
2016, X1,19850,Semi-Auto,14542,Diesel,125,60.1,2.0,10504.62
2016, X1,17495,Manual,25000,Diesel,125,58.9,2.0,9258.354
2016, X1,17225,Manual,17531,Diesel,125,58.9,2.0,9115.47
2019, X1,31200,Semi-Auto,2517,Diesel,145,36.7,2.0,23877.36
2019, X1,26970,Semi-Auto,10730,Diesel,145,50.4,2.0,20640.141
2019, X1,26480,Semi-Auto,3737,Petrol,150,48.7,2.0,20265.144
2016, X1,17000,Manual,31327,Diesel,125,58.9,2.0,8996.4
2016, X1,13490,Manual,78256,Diesel,20,68.9,2.0,7138.908
2019, X1,24550,Manual,4957,Petrol,145,51.4,1.5,18788.114999999998
2019, X1,24480,Semi-Auto,7895,Petrol,145,40.9,1.5,18734.543999999998
2019, X1,24550,Manual,3228,Petrol,145,51.4,1.5,18788.114999999998
2019, X1,25450,Semi-Auto,5863,Petrol,145,46.3,1.5,19476.885
2018, X1,21995,Automatic,2500,Petrol,150,46.3,1.5,15000.589999999998
2019, X1,25450,Semi-Auto,5269,Petrol,145,40.9,1.5,19476.885
2016, X1,18490,Manual,19064,Diesel,125,60.1,2.0,9784.908
2018, X1,23310,Automatic,12857,Diesel,145,60.1,2.0,15897.419999999998
2019, X1,27280,Automatic,5231,Petrol,145,48.7,2.0,20877.384
2019, X1,26280,Semi-Auto,3646,Petrol,145,48.7,2.0,20112.084
2016, X1,19000,Semi-Auto,15605,Diesel,125,60.1,2.0,10054.8
2019, X1,30850,Semi-Auto,7778,Diesel,145,50.4,2.0,23609.505
2016, X1,19295,Semi-Auto,13049,Diesel,125,57.6,2.0,10210.914
2019, X1,19980,Manual,7113,Petrol,145,51.4,1.5,15290.694
2017, X1,17795,Manual,24485,Diesel,125,58.9,2.0,10474.137
2019, X1,27380,Semi-Auto,1940,Diesel,145,65.7,2.0,20953.914
2016, X1,18998,Manual,10935,Diesel,125,58.9,2.0,10053.7416
2019, X1,24790,Automatic,3414,Petrol,145,37.7,2.0,18971.787
2016, X1,19682,Semi-Auto,41455,Diesel,125,57.6,2.0,10415.7144
2017, X1,18995,Semi-Auto,30872,Diesel,145,57.6,2.0,11180.457
2019, X1,24950,Automatic,9849,Diesel,145,60.1,2.0,19094.235
2016, X1,18998,Semi-Auto,26098,Diesel,125,57.6,2.0,10053.7416
2016, X1,20998,Semi-Auto,26821,Petrol,160,44.8,2.0,11112.1416
2016, X1,16597,Automatic,47277,Diesel,145,55.4,2.0,8783.1324
2016, X1,17498,Manual,15413,Diesel,125,58.9,2.0,9259.9416
2016, X1,15991,Manual,39917,Diesel,125,58.9,2.0,8462.4372
2016, X1,17900,Semi-Auto,18713,Diesel,150,55.4,2.0,9472.68
2014, X1,10792,Semi-Auto,51483,Diesel,165,52.3,2.0,4268.236
2016, X1,16950,Semi-Auto,35900,Diesel,125,60.1,2.0,8969.94
2016, X1,17500,Manual,26122,Diesel,20,68.9,2.0,9261.0
2014, X1,15842,Semi-Auto,45671,Petrol,235,38.7,2.0,6265.5109999999995
2016, X1,20999,Semi-Auto,25778,Diesel,150,56.5,2.0,11112.6708
2018, X1,22397,Semi-Auto,2570,Petrol,145,37.7,2.0,15274.753999999999
2016, X1,18148,Semi-Auto,25401,Diesel,125,57.6,2.0,9603.9216
2016, X1,18500,Automatic,27000,Diesel,145,55.4,2.0,9790.2
2014, X1,12901,Semi-Auto,65912,Diesel,165,52.3,2.0,5102.345499999999
2016, X1,19000,Automatic,13044,Diesel,125,57.6,2.0,10054.8
2016, X1,17261,Manual,29863,Diesel,125,58.9,2.0,9134.5212
2016, X1,20232,Semi-Auto,24592,Petrol,160,44.8,2.0,10706.7744
2016, X1,21591,Semi-Auto,22070,Petrol,160,44.8,2.0,11425.9572
2016, X1,18795,Automatic,14868,Petrol,160,44.8,2.0,9946.314
2016, X1,17397,Manual,16243,Diesel,125,58.9,2.0,9206.4924
2014, X1,11499,Automatic,46000,Diesel,160,52.3,2.0,4547.8544999999995
2016, X1,18995,Automatic,24299,Diesel,145,55.4,2.0,10052.154
2014, X1,10985,Semi-Auto,56952,Diesel,160,52.3,2.0,4344.567499999999
2017, X1,21500,Semi-Auto,24814,Diesel,145,55.4,2.0,12654.9
2016, X1,17190,Manual,22197,Diesel,125,58.9,2.0,9096.948
2016, X1,15500,Semi-Auto,52061,Diesel,30,65.7,2.0,8202.6
2014, X1,11000,Automatic,37905,Diesel,165,52.3,2.0,4350.5
2016, X1,17990,Semi-Auto,25216,Diesel,125,60.1,2.0,9520.308
2016, X1,17450,Automatic,43475,Diesel,125,57.6,2.0,9234.54
2018, X1,16500,Manual,27041,Diesel,145,68.9,2.0,11252.999999999998
2014, X1,12991,Semi-Auto,49445,Diesel,150,56.5,2.0,5137.9405
2014, X1,9990,Automatic,68000,Diesel,145,56.5,2.0,3951.0449999999996
2019, X1,25990,Semi-Auto,7164,Diesel,150,60.1,2.0,19890.147
2014, X1,12832,Automatic,33100,Diesel,160,52.3,2.0,5075.056
2016, X1,14995,Manual,30000,Diesel,20,68.9,2.0,7935.354
2014, X1,11000,Semi-Auto,50924,Diesel,160,52.3,2.0,4350.5
2016, X1,15995,Semi-Auto,50131,Diesel,125,60.1,2.0,8464.554
2016, X1,16670,Manual,34393,Diesel,125,58.9,2.0,8821.764
2014, X1,10950,Semi-Auto,52900,Diesel,160,52.3,2.0,4330.724999999999
2016, X1,17360,Semi-Auto,25710,Diesel,30,65.7,2.0,9186.912
2016, X1,15270,Manual,55000,Diesel,125,58.9,2.0,8080.884
2014, X1,10872,Manual,50716,Diesel,160,51.4,2.0,4299.875999999999
2014, X1,11298,Semi-Auto,33046,Diesel,160,52.3,2.0,4468.3589999999995
2014, X1,9490,Manual,50000,Diesel,160,51.4,2.0,3753.2949999999996
2018, X1,24081,Semi-Auto,13245,Diesel,150,60.1,2.0,16423.242
2016, X1,17567,Manual,23557,Diesel,125,58.9,2.0,9296.456400000001
2016, X1,20500,Semi-Auto,19010,Diesel,125,57.6,2.0,10848.6
2016, X1,17498,Manual,19060,Diesel,125,58.9,2.0,9259.9416
2016, X1,22260,Semi-Auto,4622,Petrol,165,44.8,2.0,11779.992
2014, X1,9998,Semi-Auto,68647,Diesel,160,52.3,2.0,3954.209
2019, X1,26480,Semi-Auto,2372,Petrol,150,48.7,2.0,20265.144
2019, X1,24500,Manual,1765,Petrol,145,51.4,1.5,18749.85
2016, X1,16000,Manual,20737,Diesel,125,60.1,2.0,8467.2
2017, X1,18200,Manual,21695,Diesel,125,58.9,2.0,10712.52
2017, X1,19995,Semi-Auto,40779,Diesel,145,55.4,2.0,11769.057
2017, X1,15401,Manual,20779,Diesel,20,68.9,2.0,9065.0286
2017, X1,20950,Semi-Auto,31834,Petrol,160,44.8,2.0,12331.17
2017, X1,20260,Semi-Auto,21320,Diesel,145,57.6,2.0,11925.036
2017, X1,15981,Automatic,59432,Diesel,125,57.6,2.0,9406.4166
2017, X1,22999,Automatic,25190,Petrol,145,44.8,2.0,13537.2114
2017, X1,14500,Manual,28205,Diesel,150,68.9,2.0,8534.7
2019, X1,28950,Semi-Auto,3759,Diesel,145,50.4,2.0,22155.434999999998
2017, X1,18100,Automatic,28161,Diesel,125,57.6,2.0,10653.66
2017, X1,16500,Manual,21600,Diesel,145,68.9,2.0,9711.9
2020, X1,21999,Manual,18,Petrol,145,51.4,1.5,18483.559800000003
2017, X1,14600,Manual,41334,Diesel,20,68.9,2.0,8593.56
2016, X1,18998,Semi-Auto,20874,Diesel,150,55.4,2.0,10053.7416
2016, X1,15998,Manual,45484,Diesel,125,58.9,2.0,8466.1416
2019, X1,25995,Manual,1501,Petrol,145,51.4,1.5,19893.9735
2016, X1,19498,Semi-Auto,19850,Diesel,145,55.4,2.0,10318.3416
2017, X1,21050,Semi-Auto,18099,Diesel,145,57.6,2.0,12390.03
2016, X1,18000,Semi-Auto,46354,Diesel,125,57.6,2.0,9525.6
2017, X1,22698,Automatic,3209,Petrol,160,44.8,2.0,13360.042800000001
2016, X1,19498,Semi-Auto,20153,Diesel,145,55.4,2.0,10318.3416
2016, X1,18998,Semi-Auto,30434,Diesel,125,57.6,2.0,10053.7416
2017, X1,17370,Manual,29575,Diesel,145,58.9,2.0,10223.982
2018, X1,20980,Semi-Auto,29757,Diesel,150,60.1,2.0,14308.359999999999
2017, X1,18890,Semi-Auto,21113,Diesel,145,65.7,2.0,11118.654
2016, X1,16000,Manual,37201,Diesel,125,58.9,2.0,8467.2
2016, X1,17770,Semi-Auto,34290,Diesel,125,57.6,2.0,9403.884
2016, X1,16700,Automatic,44478,Diesel,125,60.1,2.0,8837.64
2017, X1,22500,Automatic,11000,Diesel,150,60.1,2.0,13243.5
2020, X1,29476,Semi-Auto,100,Diesel,145,36.7,2.0,24765.735200000003
2017, X1,18499,Automatic,32236,Diesel,145,65.7,2.0,10888.5114
2016, X1,17998,Semi-Auto,34813,Diesel,145,55.4,2.0,9524.5416
2016, X1,16650,Semi-Auto,27843,Diesel,30,65.7,2.0,8811.18
2019, X1,26980,Semi-Auto,6744,Petrol,150,39.2,2.0,20647.793999999998
2016, X1,13991,Manual,46424,Diesel,125,60.1,2.0,7404.0372
2017, X1,18000,Automatic,22461,Diesel,145,65.7,2.0,10594.800000000001
2017, X1,16400,Automatic,24852,Diesel,150,65.7,2.0,9653.04
2016, X1,17700,Semi-Auto,37326,Diesel,125,57.6,2.0,9366.84
2016, X1,19998,Semi-Auto,21621,Diesel,145,55.4,2.0,10582.9416
2017, X1,16780,Manual,33941,Diesel,125,58.9,2.0,9876.708
2018, X1,21980,Semi-Auto,10708,Diesel,145,60.1,2.0,14990.359999999999
2017, X1,18300,Automatic,43147,Diesel,145,57.6,2.0,10771.380000000001
2017, X1,16500,Automatic,47047,Diesel,145,55.4,2.0,9711.9
2016, X1,17410,Automatic,32123,Diesel,125,57.6,2.0,9213.372
2020, X1,36991,Semi-Auto,800,Diesel,145,60.1,2.0,31079.838200000002
2016, X1,17207,Automatic,42761,Diesel,145,55.4,2.0,9105.9444
2016, X1,14998,Semi-Auto,78843,Diesel,150,55.4,2.0,7936.9416
2016, X1,17298,Semi-Auto,48697,Diesel,125,57.6,2.0,9154.1016
2016, X1,17980,Semi-Auto,39004,Petrol,160,44.8,2.0,9515.016
2016, X1,17980,Semi-Auto,28322,Diesel,125,57.6,2.0,9515.016
2016, X1,17490,Manual,20516,Diesel,125,58.9,2.0,9255.708
2016, X1,20845,Semi-Auto,17699,Petrol,160,44.8,2.0,11031.174
2016, X1,12150,Manual,77482,Diesel,20,68.9,2.0,6429.78
2016, X1,18498,Semi-Auto,28813,Diesel,145,55.4,2.0,9789.1416
2017, X1,19912,Semi-Auto,25917,Diesel,125,57.6,2.0,11720.2032
2017, X1,21498,Semi-Auto,19682,Petrol,160,44.8,2.0,12653.7228
2017, X1,19862,Semi-Auto,11000,Diesel,150,55.4,2.0,11690.7732
2017, X1,18900,Automatic,33514,Diesel,145,60.1,2.0,11124.54
2018, X1,21975,Semi-Auto,16719,Diesel,145,60.1,2.0,14986.949999999999
2017, X1,14000,Automatic,54120,Diesel,30,65.7,2.0,8240.4
2017, X1,14000,Automatic,54183,Diesel,150,65.7,2.0,8240.4
2018, X1,18502,Manual,12800,Diesel,145,68.9,2.0,12618.364
2017, X1,15200,Automatic,36701,Diesel,30,65.7,2.0,8946.72
2017, X1,14000,Manual,20925,Diesel,150,68.9,2.0,8240.4
2018, X1,23295,Semi-Auto,11570,Petrol,150,44.8,2.0,15887.189999999999
2017, X1,14100,Automatic,55782,Diesel,145,65.7,2.0,8299.26
2017, X1,13000,Manual,46912,Diesel,145,68.9,2.0,7651.8
2017, X1,19229,Semi-Auto,29866,Diesel,145,55.4,2.0,11318.189400000001
2017, X1,19998,Semi-Auto,17922,Diesel,145,55.4,2.0,11770.8228
2017, X1,17995,Manual,23692,Diesel,125,58.9,2.0,10591.857
2017, X1,16698,Semi-Auto,25291,Diesel,30,65.7,2.0,9828.4428
2015, X1,12979,Semi-Auto,48102,Diesel,160,52.3,2.0,5989.8085
2017, X1,16998,Semi-Auto,46622,Diesel,125,57.6,2.0,10005.0228
2017, X1,15300,Manual,55426,Diesel,125,58.9,2.0,9005.58
2017, X1,20991,Semi-Auto,25839,Petrol,160,44.8,2.0,12355.3026
2017, X1,17621,Semi-Auto,27531,Diesel,30,65.7,2.0,10371.7206
2020, X1,30995,Semi-Auto,1501,Diesel,145,50.4,2.0,26041.999000000003
2017, X1,20450,Semi-Auto,25725,Diesel,145,55.4,2.0,12036.87
2020, X1,28990,Semi-Auto,1981,Petrol,145,46.3,1.5,24357.398
2017, X1,18998,Semi-Auto,32217,Diesel,145,55.4,2.0,11182.2228
2016, X1,13990,Manual,43529,Diesel,125,60.1,2.0,7403.508
2017, X1,17998,Automatic,33358,Diesel,125,60.1,2.0,10593.622800000001
2016, X1,18998,Semi-Auto,20259,Diesel,145,55.4,2.0,10053.7416
2016, X1,19998,Automatic,13085,Diesel,145,55.4,2.0,10582.9416
2019, X1,26995,Semi-Auto,11,Diesel,145,60.1,2.0,20659.2735
2017, X1,20998,Semi-Auto,16216,Diesel,150,55.4,2.0,12359.4228
2017, X1,17998,Semi-Auto,41604,Diesel,150,55.4,2.0,10593.622800000001
2017, X1,18991,Semi-Auto,29317,Diesel,145,57.6,2.0,11178.1026
2016, X1,18797,Automatic,13505,Diesel,125,57.6,2.0,9947.3724
2016, X1,17698,Manual,29018,Diesel,125,58.9,2.0,9365.7816
2017, X1,15732,Manual,23575,Diesel,20,68.9,2.0,9259.8552
2015, X1,17700,Automatic,27460,Diesel,125,57.6,2.0,8168.55
2017, X1,17491,Manual,25818,Diesel,125,60.1,2.0,10295.2026
2017, X1,22052,Semi-Auto,13217,Petrol,145,44.8,2.0,12979.807200000001
2017, X1,20875,Semi-Auto,9637,Diesel,145,55.4,2.0,12287.025
2017, X1,14930,Manual,77484,Diesel,20,68.9,2.0,8787.798
2017, X1,18199,Automatic,29825,Diesel,145,65.7,2.0,10711.9314
2017, X1,12899,Manual,66243,Diesel,145,68.9,2.0,7592.3514000000005
2017, X1,17998,Semi-Auto,33534,Diesel,150,55.4,2.0,10593.622800000001
2019, X1,25995,Manual,1501,Petrol,150,51.4,1.5,19893.9735
2020, X1,34995,Semi-Auto,1501,Diesel,145,50.4,2.0,29402.799000000003
2019, X1,27495,Semi-Auto,11,Diesel,145,60.1,2.0,21041.9235
2017, X1,17800,Automatic,31238,Diesel,145,55.4,2.0,10477.08
2017, X1,18998,Semi-Auto,28686,Diesel,125,57.6,2.0,11182.2228
2019, X1,32940,Semi-Auto,5642,Petrol,145,37.7,2.0,25208.982
2019, X1,26450,Semi-Auto,8643,Diesel,145,50.4,2.0,20242.184999999998
2018, X1,22780,Semi-Auto,10147,Diesel,150,60.1,2.0,15535.96
2017, X1,17980,Semi-Auto,53850,Diesel,150,57.6,2.0,10583.028
2016, X1,19500,Semi-Auto,13690,Diesel,125,57.6,2.0,10319.4
2019, X1,20000,Manual,12159,Petrol,150,51.4,1.5,15306.0
2015, X1,16900,Semi-Auto,42530,Diesel,125,57.6,2.0,7799.35
2020, X1,26950,Manual,18,Petrol,145,49.6,1.5,22643.390000000003
2018, X1,16995,Semi-Auto,17276,Petrol,150,46.3,1.5,11590.589999999998
2018, X1,21947,Automatic,7283,Petrol,145,39.2,2.0,14967.854
2010, X1,6695,Manual,64000,Diesel,145,54.3,2.0,1428.7130000000002
2010, X1,8995,Automatic,51000,Diesel,200,45.6,2.0,1919.5330000000004
2018, X1,23485,Semi-Auto,11586,Diesel,145,60.1,2.0,16016.769999999999
2018, X1,21995,Manual,7252,Petrol,145,51.4,1.5,15000.589999999998
2018, X1,22900,Automatic,10923,Petrol,150,37.7,2.0,15617.8
2010, X1,6495,Manual,87300,Diesel,165,49.6,2.0,1386.0330000000001
2018, X1,24161,Semi-Auto,9261,Petrol,145,44.8,2.0,16477.802
2010, X1,6495,Automatic,90000,Diesel,200,45.6,2.0,1386.0330000000001
2018, X1,21000,Semi-Auto,22964,Diesel,145,60.1,2.0,14321.999999999998
2018, X1,21999,Manual,2750,Petrol,145,40.9,1.5,15003.318
2017, X1,16900,Automatic,48364,Diesel,150,55.4,2.0,9947.34
2011, X1,6990,Manual,92000,Diesel,145,54.3,2.0,1784.5469999999998
2015, X1,11141,Semi-Auto,64865,Diesel,165,52.3,2.0,5141.5715
2011, X1,7498,Manual,69561,Diesel,160,49.6,2.0,1914.2393999999997
2017, X1,15399,Manual,18097,Diesel,145,68.9,2.0,9063.8514
2018, X1,21991,Semi-Auto,27713,Diesel,150,60.1,2.0,14997.862
2015, X1,16998,Semi-Auto,25649,Diesel,125,57.6,2.0,7844.577
2017, X1,15900,Automatic,60372,Diesel,125,57.6,2.0,9358.74
2018, X1,18000,Manual,16066,Petrol,150,51.4,1.5,12275.999999999998
2018, X1,21500,Semi-Auto,12710,Petrol,145,44.8,2.0,14662.999999999998
2017, X1,20489,Automatic,6391,Diesel,145,65.7,2.0,12059.8254
2017, X1,17890,Automatic,33124,Diesel,125,60.1,2.0,10530.054
2018, X1,23995,Semi-Auto,14409,Petrol,150,40.9,1.5,16364.589999999998
2017, X1,14940,Manual,64235,Diesel,125,60.1,2.0,8793.684
2017, X1,16699,Manual,51835,Diesel,145,58.9,2.0,9829.0314
2020, X1,32995,Automatic,1593,Diesel,145,50.4,2.0,27722.399
2017, X1,17400,Automatic,18911,Diesel,145,65.7,2.0,10241.64
2017, X1,20481,Semi-Auto,17285,Diesel,145,60.1,2.0,12055.1166
2020, X1,30495,Semi-Auto,3530,Diesel,145,40.9,2.0,25621.899
2018, X1,19551,Manual,15898,Petrol,150,51.4,1.5,13333.782
2017, X1,21495,Semi-Auto,6550,Diesel,145,60.1,2.0,12651.957
2017, X1,19981,Semi-Auto,32286,Diesel,145,55.4,2.0,11760.8166
2017, X1,17795,Automatic,40787,Diesel,125,57.6,2.0,10474.137
2017, X1,21800,Automatic,15313,Diesel,150,60.1,2.0,12831.48
2015, X1,16995,Automatic,33184,Diesel,125,60.1,2.0,7843.1925
2017, X1,14470,Automatic,80591,Diesel,30,65.7,2.0,8517.042
2019, X1,25890,Semi-Auto,5385,Petrol,145,35.3,2.0,19813.617
2018, X1,16995,Semi-Auto,17276,Petrol,150,46.3,1.5,11590.589999999998
2018, X1,24995,Automatic,8493,Petrol,145,44.8,2.0,17046.59
2020, X1,29991,Semi-Auto,2000,Diesel,145,40.9,2.0,25198.4382
2020, X1,28488,Manual,5000,Diesel,145,40.4,2.0,23935.6176
2018, X1,19921,Semi-Auto,25059,Diesel,150,60.1,2.0,13586.122
2018, X1,22512,Semi-Auto,14100,Diesel,145,60.1,2.0,15353.184
2017, X1,15200,Manual,24607,Diesel,125,60.1,2.0,8946.72
2018, X1,23450,Automatic,18487,Diesel,145,60.1,2.0,15992.899999999998
2020, X1,28940,Semi-Auto,1550,Diesel,145,53.3,2.0,24315.388000000003
2020, X1,29991,Semi-Auto,2000,Diesel,145,47.9,2.0,25198.4382
2017, X1,19750,Automatic,13733,Diesel,145,60.1,2.0,11624.85
2020, X1,34999,Semi-Auto,3000,Diesel,150,52.3,2.0,29406.1598
2011, X1,7295,Manual,70760,Diesel,160,49.6,2.0,1862.4134999999999
2017, X1,16395,Manual,25080,Diesel,125,58.9,2.0,9650.097
2020, X1,31825,Semi-Auto,99,Diesel,145,47.9,2.0,26739.365
2017, X1,15500,Automatic,35451,Diesel,145,65.7,2.0,9123.300000000001
2017, X1,13500,Manual,38310,Diesel,20,68.9,2.0,7946.1
2017, X1,19085,Automatic,36983,Diesel,145,57.6,2.0,11233.431
2017, X1,22000,Automatic,10048,Diesel,150,60.1,2.0,12949.2
2017, X1,15400,Manual,18000,Diesel,20,68.9,2.0,9064.44
2016, X1,19998,Semi-Auto,11927,Diesel,150,55.4,2.0,10582.9416
2017, X1,22000,Automatic,14105,Diesel,150,60.1,2.0,12949.2
2015, X1,9990,Manual,43877,Diesel,165,51.4,2.0,4610.385
2016, X1,18998,Semi-Auto,24347,Diesel,150,55.4,2.0,10053.7416
2017, X1,18499,Automatic,41326,Diesel,125,60.1,2.0,10888.5114
2016, X1,13700,Manual,52226,Diesel,20,68.9,2.0,7250.04
2017, X1,17000,Manual,18000,Diesel,125,58.9,2.0,10006.2
2017, X1,14226,Manual,41950,Diesel,20,68.9,2.0,8373.4236
2020, X1,29950,Semi-Auto,35,Diesel,145,40.9,2.0,25163.99
2017, X1,16300,Manual,27473,Diesel,125,58.9,2.0,9594.18
2016, X1,14498,Manual,57717,Diesel,125,58.9,2.0,7672.3416
2012, X1,9500,Automatic,53524,Diesel,165,52.3,2.0,2840.5000000000005
2016, X1,17998,Semi-Auto,50378,Diesel,125,57.6,2.0,9524.5416
2020, X1,26950,Semi-Auto,811,Petrol,145,40.9,1.5,22643.390000000003
2020, X1,34999,Semi-Auto,5000,Diesel,150,47.9,2.0,29406.1598
2016, X1,16698,Semi-Auto,37272,Petrol,160,44.8,2.0,8836.5816
2016, X1,18498,Semi-Auto,25994,Diesel,145,55.4,2.0,9789.1416
2017, X1,15500,Automatic,40243,Diesel,150,60.1,2.0,9123.300000000001
2017, X1,20990,Automatic,8000,Diesel,150,60.1,2.0,12354.714
2017, X1,17800,Automatic,45915,Petrol,165,44.8,2.0,10477.08
2017, X1,14700,Manual,38405,Diesel,145,68.9,2.0,8652.42
2012, X1,7999,Manual,88706,Diesel,160,51.4,2.0,2391.7010000000005
2012, X1,9199,Automatic,47152,Diesel,200,45.6,2.0,2750.501
2015, X1,10912,Semi-Auto,82455,Diesel,160,52.3,2.0,5035.888
2017, X1,24995,Semi-Auto,4645,Petrol,150,44.8,2.0,14712.057
2017, X1,17500,Automatic,27753,Diesel,145,65.7,2.0,10300.5
2020, X1,29995,Semi-Auto,1501,Diesel,145,50.4,2.0,25201.799000000003
2012, X1,7985,Automatic,82570,Diesel,150,56.5,2.0,2387.5150000000003
2012, X1,8999,Manual,41000,Diesel,160,51.4,2.0,2690.7010000000005
2012, X1,5994,Manual,130000,Diesel,160,51.4,2.0,1792.2060000000004
2020, X1,28999,Semi-Auto,243,Diesel,145,36.7,2.0,24364.9598
